Spent,Profit,Payouts,Plays
18,-3,3|0|12,🤔🤔🤔|🔺🃏🤔|🃏🃏🔺
18,-12,0|6|0,🤔🦆🦆|🃏✨✨|🦆🤔🃏
18,-18,0|0|0,🃏🔺✨|🦆✨🦆|🦆✨🦆
18,-12,6|0|0,🃏✨✨|🦆🔺🤔|🦆🦆🦆
18,-18,0|0|0,🔺🦆🔺|🤔✨🔺|🃏✨🤔
18,27,25|0|20,🤔♾🃏|🦆🦆✨|🃏🔺🔺
18,-17,1|0|0,🦆🤔🤔|🦆🦆🃏|🦆🦆🃏
18,-6,12|0|0,🃏🃏🦆|🦆🔺🤔|🤔🦆🦆
18,-18,0|0|0,✨🦆🦆|🃏🦆🃏|🃏🤔🔺
18,32,25|25|0,🤔♾✨|🤔♾✨|🤔🦆🔺
18,19,25|6|6,✨🦆♾|🤔✨✨|🤔✨✨
18,7,0|0|25,🃏🔺🃏|✨🃏✨|✨♾🦆
18,-18,0|0|0,🤔🦆🦆|🃏✨🤔|🦆✨🔺
18,57,25|50|0,🦆✨♾|🦆♾♾|🔺🦆🤔
18,5,3|0|20,🤔🤔🤔|✨🦆🦆|🔺🔺🦆
18,-17,1|0|0,🃏🤔🤔|🦆🔺🃏|🦆🃏✨
18,-18,0|0|0,🤔🔺🃏|🦆✨🔺|🦆🦆🤔
18,32,50|0|0,🦆♾♾|✨🔺🦆|✨🦆🦆
18,0,0|6|12,🤔🃏🔺|🤔✨✨|🃏🃏✨
18,8,0|25|1,🤔🦆🤔|♾✨✨|🤔🤔🦆
18,-8,10|0|0,✨✨✨|🤔🃏✨|🔺✨🤔
6,-6,0,🦆🦆🦆
18,7,0|0|25,🦆🦆🃏|✨🃏✨|♾🦆✨
18,19,25|12|0,🦆🔺♾|🃏🃏🦆|🦆🦆🦆
18,33,25|1|25,✨♾🤔|🤔🤔🔺|✨♾🤔
18,7,25|0|0,✨♾🦆|🤔🃏🤔|✨🤔✨
18,-18,0|0|0,🔺🦆🔺|🤔🔺🦆|🔺🦆✨
18,2,0|20|0,🃏🔺🤔|🔺🔺🦆|🤔🔺✨
18,7,25|0|0,♾✨🔺|🤔🦆🔺|🔺✨🦆
18,-12,6|0|0,🦆✨✨|🃏🦆✨|🃏🦆🦆
18,32,25|25|0,🤔🤔♾|🤔🤔♾|🤔🃏🦆
18,32,0|25|25,🦆🤔🃏|🦆🤔♾|🦆🤔♾
18,-18,0|0|0,🃏🤔🔺|✨🦆✨|🃏🤔🦆
18,-15,0|0|3,🃏🦆🤔|✨🔺✨|🤔🤔🤔
18,6,6|0|18,🦆✨✨|🔺🦆🦆|🃏🃏🃏
18,-18,0|0|0,✨🃏🦆|🦆🦆♾|✨🃏🦆
18,-17,0|0|1,🤔✨🤔|🤔🦆🃏|🤔🤔🦆
18,7,25|0|0,♾🃏🤔|✨🦆🤔|🦆✨🦆
18,-12,0|0|6,🦆🦆🃏|🤔✨🤔|✨✨🦆
18,-18,0|0|0,✨🃏🦆|🦆🃏🤔|🦆🔺🃏
18,-17,1|0|0,🔺🤔🤔|🤔🔺✨|🦆🦆♾
18,-5,0|12|1,🔺🃏🤔|🦆🃏🃏|🦆🤔🤔
18,-18,0|0|0,🃏🔺✨|🃏🤔✨|♾🦆🦆
18,13,25|6|0,♾🔺✨|✨✨🤔|🦆🃏✨
18,13,0|25|6,🤔🔺🤔|🦆🤔♾|🦆✨✨
18,-18,0|0|0,🔺🃏🦆|🤔✨🃏|🤔✨🦆
18,7,0|25|0,🤔✨🔺|♾🤔✨|🔺✨🦆
18,-6,0|6|6,✨🤔✨|🔺✨✨|🔺✨✨
18,26,24|20|0,🔺🔺🔺|🦆🔺🔺|🦆🦆✨
18,8,25|1|0,🃏♾🃏|🤔🤔✨|🔺🤔✨
18,-18,0|0|0,♾🦆🦆|🔺🦆✨|🔺🃏🦆
18,-18,0|0|0,🦆🦆✨|🤔🦆✨|🔺🦆🤔
18,8,6|20|0,🤔✨✨|🦆🔺🔺|🔺✨🃏
18,-17,0|0|1,🔺✨🔺|🤔🦆🦆|🤔🤔✨
18,-6,0|0|12,🤔🦆✨|✨🦆🦆|🃏🃏🤔
18,-18,0|0|0,✨🤔🃏|✨🔺🃏|🦆✨🤔
18,-18,0|0|0,🔺🃏🦆|✨🤔✨|🤔✨🤔
18,-6,0|0|12,🔺✨🦆|🃏🦆🔺|🃏🃏🦆
18,-18,0|0|0,✨🦆🔺|✨🤔🔺|✨🦆🤔
18,-18,0|0|0,🃏🤔🦆|🦆🤔🦆|🦆✨🦆
18,-18,0|0|0,🃏🔺🃏|🤔✨🃏|✨🔺🃏
18,27,20|0|25,🦆🔺🔺|✨🦆🔺|✨🤔♾
18,-17,0|0|1,🔺✨🔺|🦆🦆✨|🔺🤔🤔
18,-17,0|1|0,🤔🦆🔺|🤔🤔✨|✨🤔🃏
18,-17,1|0|0,🦆🤔🤔|🤔🦆🦆|🤔🦆🦆
18,-18,0|0|0,🔺🃏🤔|🃏🦆✨|🔺🦆🦆
18,-7,0|1|10,🤔🦆🔺|🔺🤔🤔|✨✨✨
18,-18,0|0|0,🦆✨🤔|🤔🃏🦆|🤔🦆🃏
18,-17,1|0|0,✨🤔🤔|🤔🔺🃏|🔺🦆🦆
18,-18,0|0|0,🔺🦆🤔|🦆🤔🦆|🤔🦆🤔
18,7,0|0|25,🦆🔺✨|🃏🤔✨|🤔🦆♾
18,-18,0|0|0,🔺🃏🦆|🦆✨🤔|🦆🦆🔺
18,-6,0|12|0,🦆🃏🤔|🃏🃏🦆|🔺🦆🃏
18,-18,0|0|0,🤔🃏🦆|🔺🦆🔺|🔺✨🔺
18,-18,0|0|0,✨🃏🔺|✨🤔🔺|🦆🔺🦆
18,7,25|0|0,🦆🃏♾|🃏✨🦆|🃏✨🦆
18,7,0|25|0,🤔✨🤔|🤔♾🤔|✨🦆🃏
6,-6,0,🦆🦆🦆
18,-18,0|0|0,✨🤔🦆|🔺🃏🤔|✨🔺✨
18,-12,0|6|0,🦆🤔🦆|✨✨🤔|🦆🤔🃏
18,7,25|0|0,🤔🤔♾|🤔🔺🃏|✨🤔🔺
18,-18,0|0|0,🃏🤔🔺|🃏🦆🦆|🦆🤔🔺
18,3,0|20|1,🤔✨🦆|🦆🔺🔺|🔺🤔🤔
18,13,6|25|0,✨✨🔺|♾🔺🔺|✨🔺🦆
18,7,0|25|0,✨🤔✨|♾🦆🤔|✨🤔🦆
18,3,1|0|20,🤔🤔🦆|🃏🦆🃏|🃏🔺🔺
12,-11,1|0,🤔🤔🔺|🦆🦆🦆
18,7,0|25|0,🦆🃏✨|♾🃏🔺|🤔🃏🦆
18,-18,0|0|0,🤔✨🦆|🦆🔺🤔|🦆🤔🔺
18,33,25|1|25,🦆✨♾|🔺🤔🤔|🦆✨♾
18,-18,0|0|0,✨🦆🦆|🦆🤔🃏|✨🦆🦆
18,7,0|0|25,🔺🃏✨|🃏✨🦆|♾🃏🦆
18,7,0|0|25,🃏🦆🦆|✨🔺🦆|🃏♾🃏
18,13,6|0|25,🃏✨✨|🦆🤔🦆|🦆♾🦆
18,-18,0|0|0,🦆✨🦆|🦆🔺🤔|🃏🤔🔺
18,31,0|25|24,✨🦆🃏|🦆♾🦆|🔺🔺🔺
18,-18,0|0|0,🔺🤔🔺|✨🦆🤔|✨🔺🤔
18,-18,0|0|0,🔺🃏🤔|🦆🃏🦆|🃏🦆🤔
18,7,25|0|0,🤔🤔♾|✨🤔🦆|🔺🃏🦆
18,-12,0|6|0,✨🤔🦆|✨✨🦆|🦆🦆♾
18,-18,0|0|0,🤔✨🤔|🔺🦆🔺|🤔✨🦆
18,-6,1|1|10,🤔🤔🃏|🤔🤔🃏|✨✨✨
18,-15,3|0|0,🤔🤔🤔|🃏🦆✨|🦆🔺🦆
18,-18,0|0|0,🤔🦆✨|🔺🤔🦆|✨🔺✨
18,-18,0|0|0,🦆🤔🦆|🃏✨🦆|🃏✨🔺
18,-17,0|0|1,🔺🤔🦆|🃏✨🤔|🤔🤔🔺
18,-12,0|6|0,🦆🦆🃏|🦆✨✨|🃏🔺🃏
18,-18,0|0|0,✨🔺🤔|✨🤔🦆|🦆🤔✨
18,7,25|0|0,♾✨🤔|✨🦆🤔|🤔🦆🦆
18,-18,0|0|0,🦆🦆🤔|🦆🦆🤔|🃏🤔🃏
18,52,50|20|0,🃏♾♾|🔺🔺🦆|🔺✨🦆
18,-18,0|0|0,🔺🤔🦆|🃏✨🦆|🦆🃏🦆
18,7,25|0|0,🤔🤔♾|🦆🦆🤔|🦆🦆🤔
18,57,0|50|25,🦆✨🦆|♾♾🃏|🦆♾🦆
18,7,0|0|25,🦆🔺🃏|🦆🦆✨|♾🦆🃏
18,32,0|25|25,🦆✨🦆|♾✨🔺|♾✨🔺
18,-18,0|0|0,🦆🤔🦆|✨🃏🔺|🤔🦆✨
18,-18,0|0|0,✨🦆✨|🦆✨🃏|🃏✨🤔
18,-12,6|0|0,✨✨🃏|🤔🦆🦆|🃏🦆🃏
18,27,25|20|0,♾🔺🦆|🤔🔺🔺|🦆✨🤔
18,-6,0|0|12,✨🤔🃏|🤔🦆✨|✨🃏🃏
18,-8,10|0|0,✨✨✨|✨🦆🦆|🃏🦆🤔
18,7,25|0|0,🃏🔺♾|🦆🤔✨|🦆🔺🃏
18,8,0|25|1,🔺🦆🤔|✨🤔♾|🤔🤔🦆
18,-18,0|0|0,🦆🦆🃏|🃏🦆🔺|🦆🦆🦆
18,-18,0|0|0,🦆🤔🦆|🦆🦆✨|✨🤔🃏
18,-18,0|0|0,🤔🦆🦆|🔺✨🔺|🤔✨🤔
18,8,20|0|6,🔺🔺✨|🦆🤔✨|🦆✨✨
18,7,0|25|0,✨🔺🤔|✨🦆♾|🦆🦆🔺
18,-18,0|0|0,🃏🤔🃏|🃏✨🃏|🔺🦆🦆
18,2,20|0|0,✨🔺🔺|🤔✨🤔|🔺🦆🤔
18,-18,0|0|0,🤔🦆🤔|🤔🃏🔺|🤔🦆🦆
18,0,12|6|0,🦆🃏🃏|🦆✨✨|🃏🔺🦆
18,-18,0|0|0,✨🦆🦆|🤔🃏🔺|🤔🔺✨
18,-18,0|0|0,✨🤔🃏|🦆🦆✨|🦆🦆🦆
12,-6,6|0,🦆✨✨|🦆🦆🦆
18,-18,0|0|0,🤔🦆🔺|🦆🃏🦆|🔺🤔✨
18,7,0|25|0,🃏🦆🦆|🔺♾🦆|🔺🤔🦆
18,7,25|0|0,✨🃏♾|🦆🃏✨|🔺🤔🔺
18,7,25|0|0,🦆♾🔺|🃏✨🦆|✨🃏🔺
18,-18,0|0|0,🔺✨🦆|🦆🃏🦆|🤔🔺🃏
18,-18,0|0|0,🃏🔺🃏|🃏✨🤔|🦆🤔🔺
18,-11,1|0|6,🤔🤔🦆|🃏🤔🔺|✨✨🃏
18,7,0|0|25,🤔🦆🦆|🦆✨🦆|🃏✨♾
18,13,25|0|6,🦆♾🦆|🦆🤔🦆|✨✨🃏
18,-18,0|0|0,✨🦆🤔|✨🦆🃏|🔺🦆🔺
18,-18,0|0|0,🦆🦆🔺|🃏🔺🤔|🃏🦆✨
18,0,0|12|6,✨🃏🦆|🦆🃏🃏|✨✨🃏
18,10,0|25|3,🔺🃏🦆|🔺♾🃏|🤔🤔🤔
18,20,0|18|20,🦆🤔🔺|🃏🃏🃏|🔺🔺✨
18,-18,0|0|0,🃏🤔🔺|🔺🤔🔺|🔺🃏✨
18,32,25|25|0,✨♾🤔|✨♾🤔|🤔✨🤔
18,-12,6|0|0,🦆✨✨|🔺✨🦆|🃏🤔✨
18,-16,1|0|1,🔺🤔🤔|🃏🦆✨|🔺🤔🤔
18,-12,6|0|0,🃏✨✨|🃏🤔✨|🦆🦆🦆
18,7,0|0|25,🔺🤔✨|🦆✨🔺|🃏♾🤔
18,7,0|0|25,🦆🦆🃏|✨🤔✨|🔺♾🦆
18,-18,0|0|0,🤔🔺🤔|🃏🤔🦆|🔺🤔🦆
6,-6,0,🦆🦆🦆
18,-17,0|1|0,🦆🔺🃏|🤔🤔🃏|🔺🃏✨
18,-18,0|0|0,♾🦆🦆|♾🦆🦆|🔺🤔🔺
18,-6,0|0|12,🦆🃏✨|🃏✨🤔|🦆🃏🃏
18,-18,0|0|0,🦆🃏🦆|✨🃏✨|🦆✨🔺
18,-12,0|0|6,🔺🦆🦆|✨🦆🔺|✨✨🔺
18,27,0|25|20,✨🃏🦆|♾🦆🤔|🦆🔺🔺
18,-18,0|0|0,✨🤔🦆|🦆🤔🦆|🦆✨🃏
18,-18,0|0|0,🦆🃏🔺|🔺🃏🔺|✨🃏🔺
18,-18,0|0|0,✨🃏🤔|🔺✨🤔|🃏🦆🔺
18,-6,0|0|12,✨🤔🔺|🦆🦆♾|🃏🃏🤔
18,7,0|25|0,🔺🦆✨|♾🃏🦆|♾🦆🦆
18,13,6|0|25,🦆✨✨|🤔🦆🃏|✨🦆♾
18,82,25|50|25,♾🔺🦆|♾♾🤔|♾🔺🦆
18,13,6|25|0,✨✨🔺|♾🦆🃏|🔺✨🔺
18,-12,6|0|0,🃏✨✨|🦆✨🔺|🦆🤔🦆
18,-17,0|0|1,🃏🦆🦆|🃏🔺🃏|🦆🤔🤔
18,-18,0|0|0,🦆🦆✨|🦆🦆✨|🤔✨🃏
18,-12,0|0|6,🤔🔺🦆|🤔✨🦆|✨✨🃏
18,-18,0|0|0,✨🔺🦆|🃏🤔🦆|✨🤔✨
18,-12,6|0|0,🔺✨✨|🦆🔺✨|🤔✨🤔
12,-11,1|0,🤔🤔✨|🦆🦆🦆
18,-18,0|0|0,🤔✨🔺|🤔✨🤔|🦆🦆✨
18,7,0|0|25,🃏✨🤔|🦆✨🔺|♾🤔🃏
18,-8,10|0|0,✨✨✨|🃏🔺✨|🤔✨🃏
18,-18,0|0|0,🤔🔺🤔|🤔✨🦆|🤔🦆🃏
18,39,12|20|25,🃏🃏🔺|🔺🔺🤔|🤔♾🤔
18,-11,6|0|1,✨✨🦆|🤔✨🔺|🤔🤔🦆
18,-17,0|0|1,🃏🤔🦆|🦆✨🤔|🦆🤔🤔
18,32,25|25|0,✨🃏♾|✨🃏♾|🔺🦆✨
18,-18,0|0|0,🤔🦆✨|🦆✨🤔|🃏🔺🤔
18,27,0|25|20,🃏✨🔺|♾🤔✨|🔺🔺✨
18,7,0|25|0,🤔🔺🤔|♾🔺✨|🦆🦆🤔
18,31,0|24|25,🦆🤔🦆|🔺🔺🔺|🤔✨♾
18,7,0|0|25,🦆🦆✨|🤔🔺✨|🦆♾🦆
18,7,0|25|0,✨🤔🃏|🤔♾✨|🤔🦆✨
18,-12,0|0|6,✨🔺✨|🦆✨🃏|🦆✨✨
18,-18,0|0|0,🃏🤔✨|🔺🤔✨|✨🔺🦆
18,-17,0|1|0,🔺✨🔺|🤔🤔🦆|✨🔺🦆
18,-17,1|0|0,✨🤔🤔|✨🤔🦆|🦆✨🤔
18,7,25|0|0,♾🤔🦆|🔺✨🤔|🤔🦆🃏
18,13,0|6|25,🔺🦆🤔|🤔✨✨|♾🔺♾
18,7,25|0|0,♾✨✨|🦆🃏✨|🤔🔺🤔
18,-12,0|0|6,🤔🔺✨|🦆🦆🔺|✨✨🃏
18,-18,0|0|0,🦆🦆🤔|🔺🤔🦆|🦆🦆🦆
18,-18,0|0|0,🦆🦆✨|🃏🔺✨|🦆🃏🤔
18,7,0|0|25,✨🤔🔺|✨🤔🔺|♾🃏🦆
18,2,0|20|0,✨🦆🔺|🔺🔺🦆|🦆✨🦆
18,3,1|0|20,🃏🤔🤔|🦆🔺🦆|✨🔺🔺
18,-18,0|0|0,🤔🔺🦆|✨🦆🤔|🦆🦆✨
18,7,25|0|0,♾🦆🃏|✨🃏🤔|🔺🤔🔺
18,-18,0|0|0,🦆🤔🃏|🃏🦆🦆|🔺✨🔺
18,-6,12|0|0,✨🃏🃏|🃏🦆🔺|✨🃏🦆
18,12,20|10|0,🤔🔺🔺|✨✨✨|🃏🤔🦆
18,7,25|0|0,🦆🔺♾|🔺🃏🤔|🔺🤔🦆
18,13,25|0|6,🔺♾🃏|✨🦆🦆|🔺✨✨
18,7,25|0|0,♾🔺🦆|🔺🃏✨|🤔✨🦆
18,-12,6|0|0,✨✨🤔|🤔✨🤔|🔺🤔🃏
18,-6,0|12|0,🤔🃏✨|✨🃏🃏|🦆🔺🃏
18,8,0|25|1,🔺✨🤔|🃏✨♾|🤔🤔🃏
18,-18,0|0|0,🤔🔺🦆|🃏✨🃏|🤔✨🤔
18,7,25|0|0,♾🃏🤔|✨🃏🦆|🦆✨🔺
18,3,1|20|0,🤔🤔🦆|🃏🔺🔺|🦆🔺🤔
18,6,0|24|0,🦆🤔✨|🔺🔺🔺|🔺🦆✨
18,3,1|20|0,🤔🤔🔺|🦆🔺🔺|🤔🦆✨
18,0,0|6|12,✨🤔🔺|🦆✨✨|🔺🃏🃏
18,-17,0|1|0,🦆🃏✨|🤔🤔🃏|🦆🦆🔺
18,10,0|25|3,🦆🃏🔺|🃏♾🦆|🤔🤔🤔
18,-18,0|0|0,🦆🔺🦆|🦆🦆🤔|🤔✨🦆
18,7,25|0|0,🤔♾✨|🦆🤔✨|🦆🤔🦆
18,13,0|6|25,🃏✨🔺|🃏✨✨|🃏♾🔺
18,-5,1|12|0,🤔🤔🔺|✨🃏🃏|🔺✨🃏
18,7,0|0|25,🤔✨🔺|🦆🤔✨|♾🦆✨
18,-18,0|0|0,🦆✨🦆|🃏🦆✨|🤔🦆🦆
18,-6,6|6|0,✨✨🤔|✨✨🤔|🦆🤔🦆
18,6,18|6|0,🃏🃏🃏|🤔✨✨|🤔🦆🤔
18,-18,0|0|0,🤔🔺🦆|✨🦆🦆|✨🃏✨
18,-17,0|0|1,✨🔺🃏|♾🦆🦆|🦆🤔🤔
18,19,25|12|0,🦆🔺♾|🃏🃏🤔|🦆🦆✨
18,7,0|25|0,✨🦆🔺|🤔🤔♾|🃏🦆🤔
18,-8,0|10|0,🔺🤔🃏|✨✨✨|🦆🦆🤔
18,-18,0|0|0,🤔🔺🃏|🤔🃏🤔|🦆🦆✨
18,-6,0|12|0,🦆🃏🦆|🦆🃏🃏|🤔🦆🦆
18,-18,0|0|0,✨🔺✨|🦆🔺🦆|✨🃏🤔
18,7,0|0|25,🦆🔺✨|🃏✨🃏|🤔🤔♾
18,2,20|0|0,🦆🔺🔺|✨🔺🦆|🤔🃏🦆
18,-18,0|0|0,✨🦆🦆|✨🃏🔺|🃏🔺🤔
18,-6,6|0|6,🦆✨✨|🦆🃏🤔|🦆✨✨
18,-17,1|0|0,🔺🤔🤔|🦆🤔🃏|🤔✨🔺
18,-18,0|0|0,✨🦆🃏|🤔🦆🔺|🦆🔺🃏
18,-18,0|0|0,🤔🔺🦆|🔺✨🦆|✨🤔✨
18,-12,0|0|6,✨🦆🦆|🃏🤔✨|🤔✨✨
18,7,25|0|0,♾✨🤔|🃏🤔✨|🤔🦆🤔
18,-18,0|0|0,🦆🃏🦆|✨🦆🔺|🦆🦆🔺
18,7,25|0|0,🤔♾🤔|🦆🤔🃏|🃏✨🦆
18,13,0|6|25,✨🤔🔺|🃏✨✨|🔺♾🦆
18,-11,6|0|1,✨✨🔺|✨🦆🔺|🤔🤔🃏
18,8,0|1|25,🤔✨🃏|🃏🤔🤔|🔺♾🦆
18,-18,0|0|0,🤔🦆🔺|🦆🦆🔺|🤔🦆🃏
18,32,0|50|0,✨🔺🦆|✨♾♾|🦆🦆✨
18,-18,0|0|0,✨🔺✨|✨🦆🃏|🤔🃏🦆
18,44,12|25|25,🃏🃏🦆|🦆✨♾|🦆✨♾
18,7,0|25|0,🦆🤔🦆|♾✨🦆|✨🦆🦆
18,-12,0|0|6,🔺🦆🃏|✨🦆🃏|🦆✨✨
18,-18,0|0|0,🦆🃏🤔|✨🃏🤔|🤔🔺🤔
18,-17,1|0|0,🦆🤔🤔|🃏🔺🤔|🃏🤔🦆
18,-18,0|0|0,🔺🦆✨|✨🦆🤔|🃏🦆✨
18,-18,0|0|0,🃏🦆✨|🦆🃏✨|🦆🤔🔺
18,7,25|0|0,🤔♾🤔|🦆✨🦆|✨🃏🔺
18,-17,0|1|0,🔺🦆✨|🤔🤔🦆|🔺🦆🤔
18,26,20|0|24,🔺🔺🦆|🦆🃏🔺|🔺🔺🔺
18,32,25|25|0,♾🔺🤔|♾🔺🤔|🔺🤔✨
18,-17,1|0|0,🤔🤔🃏|✨🦆🦆|🦆✨🔺
18,-6,0|12|0,🔺🃏🦆|🃏🃏🦆|🤔🦆🦆
18,-18,0|0|0,🤔✨🤔|🤔🦆🤔|🦆🤔🃏
18,-18,0|0|0,✨🔺✨|✨🦆🃏|🦆🔺🦆
18,7,25|0|0,♾🃏🃏|🃏🦆🔺|🦆🦆🦆
18,-18,0|0|0,🤔🃏🦆|✨🦆✨|🃏✨🤔
18,7,0|25|0,🤔✨🔺|🔺♾✨|🦆🔺🦆
18,13,0|25|6,✨🤔✨|🃏♾✨|🔺✨✨
18,-17,1|0|0,✨🤔🤔|🃏🔺🦆|🦆🤔🔺
18,-18,0|0|0,🔺🤔🦆|🦆🦆🤔|✨🤔🔺
18,-15,0|3|0,🔺🦆🦆|🤔🤔🤔|🤔🃏🦆
18,7,25|0|0,♾🦆🃏|✨🦆✨|🃏✨🔺
18,-18,0|0|0,✨🦆🔺|🦆✨🔺|🔺🦆🃏
18,-18,0|0|0,🔺🦆✨|✨🦆🃏|✨🃏✨
18,-12,0|0|6,✨🦆✨|🦆🦆🤔|✨✨🤔
18,7,0|25|0,🦆✨🃏|♾🃏🃏|🃏🔺✨
18,7,25|0|0,🔺♾🦆|✨🦆🦆|✨🔺🤔
18,6,24|0|0,🔺🔺🔺|🦆✨🦆|🦆🃏🦆
18,-17,0|0|1,🦆✨🦆|🔺🃏🦆|🤔🤔✨
18,6,0|24|0,🦆🦆🔺|🔺🔺🔺|🦆🃏🔺
18,8,0|1|25,🤔✨🔺|🤔🤔🃏|🦆🤔♾
18,-12,0|0|6,🤔🦆🦆|🔺🤔✨|✨✨🃏
18,2,20|0|0,✨🔺🔺|🦆🃏🦆|🤔🦆🦆
18,7,25|0|0,🔺♾🦆|🤔✨🤔|🃏✨🦆
18,-18,0|0|0,✨🃏🤔|🔺🦆🔺|🦆🤔✨
18,0,0|12|6,🤔✨🃏|🃏🃏🤔|🃏✨✨
18,8,0|1|25,✨🦆🔺|🤔🤔🦆|✨♾🃏
18,-12,0|6|0,🦆🤔🔺|✨✨🦆|🦆🦆🦆
18,8,25|1|0,🦆♾🃏|✨🤔🤔|🔺✨🃏
18,28,12|10|24,🤔🃏🃏|✨✨✨|🔺🔺🔺
18,6,24|0|0,🔺🔺🔺|🃏🦆🤔|✨🦆🤔
18,0,0|12|6,🔺🦆✨|🃏🃏✨|🦆✨✨
18,8,25|0|1,🃏🦆♾|🔺🤔🦆|🦆🤔🤔
18,-15,3|0|0,🤔🤔🤔|✨🃏🦆|✨🃏✨
18,-17,0|0|1,🤔🃏✨|🃏🤔🦆|🦆🤔🤔
18,-18,0|0|0,🤔🃏✨|🃏🦆✨|🦆🔺✨
18,-17,1|0|0,✨🤔🤔|✨🤔✨|🔺🦆✨
18,-16,1|0|1,🃏🤔🤔|🦆🤔✨|🃏🤔🤔
18,-11,1|0|6,🤔🤔🃏|🃏🔺✨|✨✨🤔
18,-18,0|0|0,✨🤔🃏|🤔🦆🦆|🔺🤔✨
18,-18,0|0|0,🔺✨🔺|🔺🤔🦆|🔺🃏🦆
18,7,25|0|0,♾🦆🃏|🦆🃏🔺|🦆✨🤔
18,-5,1|0|12,✨🤔🤔|✨🔺🦆|🔺🃏🃏
18,3,0|1|20,✨🦆🔺|🦆🤔🤔|✨🔺🔺
18,-6,12|0|0,✨🃏🃏|🔺🃏🦆|✨🦆🤔
18,-18,0|0|0,🦆✨🤔|🤔🦆🤔|🔺🃏🦆
18,7,0|0|25,🦆🃏✨|🦆🔺🤔|♾🤔🤔
18,-16,0|1|1,🦆🤔🃏|✨🤔🤔|✨🤔🤔
18,-18,0|0|0,✨🦆🦆|🦆🃏🤔|🤔✨🃏
18,-18,0|0|0,🤔🦆🦆|✨🃏🦆|🦆🔺🦆
18,7,25|0|0,♾🤔🤔|🦆🦆✨|🦆✨🔺
18,32,25|25|0,♾🔺🔺|♾🔺🔺|🤔✨🦆
18,-12,6|0|0,✨✨🔺|🤔🦆🃏|🃏🦆🦆
18,-15,0|3|0,🦆✨🃏|🤔🤔🤔|🦆🃏🦆
18,17,25|0|10,✨♾🦆|🔺🃏🤔|✨✨✨
18,-18,0|0|0,🦆🤔🔺|🦆🔺🤔|🤔🔺✨
18,7,0|25|0,🔺🃏🦆|🦆🃏♾|🃏✨🦆
18,-18,0|0|0,🤔🃏🤔|🃏🔺🦆|🦆🦆🦆
18,-8,0|10|0,🦆🃏🦆|✨✨✨|🦆🦆🤔
18,-18,0|0|0,🦆🦆🃏|✨🔺🤔|🤔🦆✨
18,-18,0|0|0,🦆🤔🃏|🃏✨🦆|🤔🔺✨
18,-6,0|12|0,🃏🦆🦆|🦆🃏🃏|✨🦆🔺
18,25,0|18|25,🦆🃏🦆|🃏🃏🃏|🔺♾🦆
18,32,0|25|25,🤔🔺🤔|🦆♾✨|🦆♾✨
18,32,0|25|25,✨🔺🤔|♾🃏🔺|♾🃏🔺
18,32,25|0|25,🤔🤔♾|🤔🦆🤔|🤔🤔♾
18,3,20|1|0,✨🔺🔺|🤔🤔🔺|🔺✨🤔
18,-17,0|0|1,🤔🔺✨|🤔✨🦆|🔺🤔🤔
18,19,12|25|0,🔺🃏🃏|🔺♾🔺|✨🤔🔺
18,7,0|25|0,🦆🔺🦆|♾🃏🦆|🔺🤔🦆
18,-18,0|0|0,🔺🤔✨|🦆🤔✨|🦆🦆✨
18,7,0|0|25,🤔🔺✨|🤔🦆🦆|🔺🃏♾
18,-15,0|3|0,🃏✨🔺|🤔🤔🤔|✨🃏🦆
18,95,1|100|12,🃏🤔🤔|♾♾♾|🃏🃏✨
18,6,0|0|24,✨🦆🤔|✨🤔🔺|🔺🔺🔺
12,-12,0|0,🦆🔺🦆|🦆🦆🦆
18,-18,0|0|0,🔺🦆🤔|🤔🦆🔺|🦆🔺✨
18,7,25|0|0,✨♾🦆|🦆🔺🤔|✨🦆🃏
18,-5,0|12|1,✨🔺🃏|🔺🃏🃏|✨🤔🤔
18,-18,0|0|0,🦆🦆✨|🔺✨🦆|🦆🤔✨
18,7,0|0|25,🦆✨🦆|✨🦆🤔|♾🦆✨
18,7,25|0|0,♾🤔🦆|🔺🦆🔺|✨🃏✨
18,13,0|6|25,🤔🦆✨|🦆✨✨|🤔♾🃏
18,27,0|25|20,🤔🦆🃏|🦆♾🤔|🤔🔺🔺
18,-6,0|0|12,🔺✨🦆|✨🔺✨|🃏🃏🤔
18,2,0|0|20,🃏🤔✨|🃏✨🤔|🔺🔺🤔
18,-12,0|0|6,🦆✨🃏|✨🦆🃏|✨✨🤔
18,-18,0|0|0,🔺🦆🤔|🦆✨🦆|🤔🃏🦆
18,-18,0|0|0,🦆🤔✨|✨🤔🃏|🤔🔺🤔
18,-6,12|0|0,✨🃏🃏|🃏🤔🃏|🃏🤔🃏
12,0,12|0,🃏🃏🤔|🦆🦆🦆
6,-6,0,🦆🦆🦆
18,-12,0|0|6,🦆🔺✨|✨🦆🤔|🃏✨✨
18,-18,0|0|0,🔺🤔🃏|🤔🦆🦆|🔺🃏🦆
18,32,0|50|0,🃏🤔🔺|🦆♾♾|✨🔺🃏
18,32,25|0|25,🤔🦆♾|🔺🦆🦆|🤔🦆♾
18,-18,0|0|0,🦆🃏✨|🤔🃏🔺|🔺🦆🔺
18,19,25|0|12,♾🔺🦆|🔺🃏🦆|🃏🃏✨
